stacja;latitude;longitude;cnt_arriva;cnt_kd;cnt_km;cnt_kw;cnt_ks;cnt_ic;cnt_pr;cnt_skm_t;cnt_skm_w
Przy³êk Du¿y;51.840278;19.917056;0;0;0;0;0;0;23;0;0
Pszczyna;49.975556;18.953611;0;0;0;0;40;10;4;0;0
Pszczyna Czarków;50.011389;18.920556;0;0;0;0;6;0;0;0;0
Pszczó³ki;54.174681;18.701725;0;0;0;0;0;0;38;0;0
Ptaszkowa;49.601944;20.885833;0;0;0;0;0;0;14;0;0
Ptaszkowo Wielkopolskie;52.228889;16.443056;0;0;0;11;0;0;0;0;0
Ptusza;53.364167;16.783333;0;0;0;0;0;0;9;0;0
Pulankowice;50.9621569;22.3003578;0;0;0;0;0;0;13;0;0
Puszczykowo;52.281667;16.854167;0;0;0;0;0;0;21;0;0
Puszczykówko;52.271944;16.863056;0;0;0;0;0;0;21;0;0
Pu³awy;51.409444;22.012778;0;0;0;0;0;0;16;0;0
Pu³awy Azoty;51.472778;21.951389;0;0;0;0;0;0;16;0;0
Pu³awy Chemia;51.445556;21.969167;0;0;0;0;0;0;16;0;0
Pu³awy Miasto;51.426389;21.985278;0;0;0;0;0;23;24;0;0
Pyskowice;50.384583;18.618361;0;0;0;0;0;0;12;0;0
Pyzówka;49.521667;19.959722;0;0;0;0;0;0;5;0;0
P¹tnów Wieluñski;51.159444;18.633611;0;0;0;0;0;0;4;0;0
Pêckowo;52.663889;16.488889;0;0;0;0;0;0;16;0;0
Pêgów;51.247358;16.927367;0;0;0;0;0;0;23;0;0
Pêpowo;51.736944;17.113056;0;0;0;6;0;0;0;0;0
Pêpowo Kartuskie;54.366389;18.400833;0;0;0;0;0;0;17;0;0
Pêzino;53.335278;15.195833;0;0;0;0;0;0;10;0;0
P³awna;49.759257;20.956407;0;0;0;0;0;0;12;0;0
P³ochocin;52.2;20.702778;0;0;42;0;0;0;0;0;0
P³ociczno k. Suwa³k;54.038299;22.948766;0;0;0;0;0;0;3;0;0
P³ock;52.5525;19.712222;0;0;12;0;0;0;0;0;0
P³ock Radziwie;52.523611;19.671944;0;0;12;0;0;0;0;0;0
P³ock Trzepowo;52.586111;19.734167;0;0;12;0;0;0;0;0;0
P³oty;53.81;15.259167;0;0;0;0;0;0;11;0;0
P³oñsk;52.615833;20.365556;0;0;8;0;0;0;0;0;0
P³ytnica;53.295;16.750556;0;0;0;0;0;0;10;0;0
P³yæwia;51.916667;20.001583;0;0;0;0;0;0;23;0;0
Raba Wy¿na;49.565278;19.882222;0;0;0;0;0;1;6;0;0
Rabka Zdrój;49.610278;19.952222;0;0;0;0;0;0;10;0;0
Racewo;53.483333;23.45;0;0;0;0;0;0;3;0;0
Racibory;52.92775;22.705889;0;0;0;0;0;0;10;0;0
Raciborów Kutnowski;52.280833;19.341667;0;0;12;0;0;0;0;0;0
Racibórz;50.090278;18.226111;0;0;0;0;14;2;7;0;0
Racibórz Markowice;50.113611;18.27;0;0;0;0;20;0;14;0;0
Raci¹¿;52.778611;20.105278;0;0;8;0;0;0;0;0;0
Rac³awice Œl¹skie;50.3125;17.761389;0;0;0;0;0;0;9;0;0
Rac³awki;53.668056;17.653889;11;0;0;0;0;0;0;0;0
Radkowice;50.780278;20.528333;0;0;0;0;0;0;22;0;0
Radliczyce;51.723333;18.35;0;0;0;0;0;0;11;0;0
Radlin Obszary;50.040556;18.495278;0;0;0;0;8;0;0;0;0
Radnica;52.089722;15.269444;0;0;0;0;0;0;14;0;0
Radom;51.391139;21.155056;0;0;40;0;0;18;3;0;0
Radom Podkanów;51.358383;21.097426;0;0;5;0;0;0;2;0;0
Radom Po³udniowy;51.349444;21.101111;0;0;18;0;0;0;0;0;0
Radomsko;51.074722;19.438056;0;0;0;0;0;21;23;0;0
Radomsko GT;;;0;0;0;0;0;0;1;0;0
Radomyœl;52.032222;22.380833;0;0;20;0;0;0;0;0;0
Radostowice;50.020556;18.888333;0;0;0;0;6;0;1;0;0
Raduñ;53.969167;17.778611;0;0;0;0;0;0;5;0;0
Radymno;49.951944;22.818056;0;0;0;0;0;0;23;0;0
Radzice PO;51.973674;20.222984;0;0;0;0;0;0;4;0;0
Radziechowy Wieprz;49.648611;19.165;0;0;0;0;23;0;0;0;0
Radzionków;50.409167;18.915278;0;0;0;0;14;0;0;0;0
Radzionków Rojca;50.396667;18.900833;0;0;0;0;14;0;0;0;0
Radziszów;49.9175;19.809167;0;0;0;0;0;1;17;0;0
Radziwi³³ów;51.9925601;20.2908779;0;0;39;0;0;0;0;0;0
Radzymin;52.424167;21.178611;0;0;4;0;0;3;0;0;0
Radów;52.431389;14.742222;0;0;0;0;0;0;8;0;0
Rajcza;49.516944;19.112778;0;0;0;0;25;0;0;0;0
Rajcza Centrum;49.506944;19.100278;0;0;0;0;25;0;0;0;0
Rajec Poduchowny;51.415556;21.254167;0;0;21;0;0;0;0;0;0
Rajsk;52.828167;23.149139;0;0;0;0;0;0;4;0;0
Rakoniewice;52.138333;16.263611;0;0;0;10;0;0;0;0;0
Rakoniewice Milickie;51.598333;17.322778;0;0;0;0;0;0;3;0;0
Rakowice;53.4775;19.641667;0;0;0;0;0;0;6;0;0
Raszowa;50.387778;18.161111;0;0;0;0;0;0;14;0;0
Rawicz;51.609167;16.8575;0;0;0;0;0;13;21;0;0
Reblino;54.430278;16.917222;0;0;0;0;0;2;10;0;0
Recz Pomorski;53.270278;15.561389;0;0;0;0;0;0;10;0;0
Rec³aw;53.845;14.641111;0;0;0;0;0;0;12;0;0
Reda;54.594444;18.353333;0;0;0;0;0;0;9;88;0
Reda Pieleszewo;54.6025;18.317222;0;0;0;0;0;0;0;80;0
Redaki;53.670833;19.408333;0;0;0;0;0;0;9;0;0
Rejowiec;51.1175;23.24;0;0;0;0;0;0;32;0;0
Reptowo;53.3657933;14.8632059;0;0;0;0;0;0;29;0;0
Rogiedle;54.038056;20.2825;0;0;0;0;0;0;4;0;0
RogoŸnica;51.014835;16.297674;0;10;0;0;0;0;9;0;0
RogoŸno Wlkp.;52.755521;16.973;0;0;0;0;0;6;16;0;0
Rogo¿ew;52.461944;19.541111;0;0;12;0;0;0;0;0;0
Rogów;51.818;19.88625;0;0;0;0;0;0;23;0;0
RogóŸno Pomorskie;53.542778;18.910278;0;0;0;0;0;0;8;0;0
RogóŸno k. £añcuta;50.0729256;22.3751501;0;0;0;0;0;0;26;0;0
Rokiciny;51.66775;19.780528;0;0;0;0;0;0;19;0;0
Rokiciny Podhalañskie;49.578611;19.905556;0;0;0;0;0;0;5;0;0
Rokietnica;52.511944;16.753889;0;0;0;0;0;0;16;0;0
Rokita;53.765556;14.855278;0;0;0;0;0;0;14;0;0
Rokitki;51.335833;15.892222;0;7;0;0;0;0;4;0;0
Rokitki Tczewskie;54.080556;18.736111;0;0;0;0;0;0;10;0;0
Rokitnia Stara;51.611111;21.801389;0;0;25;0;0;0;0;0;0
Ropczyce;50.078611;21.616944;0;0;0;0;0;17;19;0;0
Ropczyce Witk.;50.05228;21.60887;0;0;0;0;0;0;19;0;0
Rosochatka;53.705833;18.116389;10;0;0;0;0;0;0;0;0
Rostarzewo;52.135278;16.206944;0;0;0;10;0;0;0;0;0
Roszkowo W¹growieckie;52.708333;17.176111;0;0;0;16;0;0;0;0;0
Roszków Raciborski;49.964722;18.294444;0;0;0;0;8;0;0;0;0
Rozedranka;53.359281;23.366111;0;0;0;0;0;0;7;0;0
Rozprza;51.302167;19.660444;0;0;0;0;0;0;22;0;0
Roztoki Bystrzyckie;50.187433;16.665722;0;0;0;0;0;0;12;0;0
Ro¿ki;51.339167;21.054722;0;0;18;0;0;0;0;0;0
Ruchocice;52.1775;16.341944;0;0;0;10;0;0;0;0;0
Ruciane Nida;53.6416538;21.5398708;0;0;0;0;0;0;4;0;0
Ruciane Nida Zachód;53.642222;21.522222;0;0;0;0;0;0;4;0;0
Ruda;53.589917;22.520278;0;0;0;0;0;0;6;0;0
Ruda Chebzie;50.304444;18.878056;0;0;0;0;44;0;0;0;0
Ruda Talubska;51.855278;21.5875;0;0;25;0;0;0;0;0;0
Ruda Wielka;51.301944;21.043889;0;0;18;0;0;0;0;0;0
Ruda Œl¹ska;50.315778;18.851528;0;0;0;0;44;0;0;0;0
Rudawa;50.118611;19.718889;0;0;0;0;0;0;45;0;0
Rudna Gwizdanów;51.529444;16.280556;0;0;0;0;0;0;19;0;0
Rudna Miasto;51.506111;16.27;0;0;0;0;0;2;19;0;0
Rudna Wielka;50.080833;21.942222;0;0;0;0;0;0;19;0;0
Rudnik Przystanek;50.448815;22.225757;0;0;0;0;0;0;10;0;0
Rudnik Stró¿a;50.448815;22.225757;0;0;0;0;0;0;6;0;0
Rudnik n. Sanem;50.4420185;22.2835729;0;0;0;0;0;2;6;0;0
Rudniki k. Czêstochowy;50.879454;19.24053;0;0;0;0;0;0;25;0;0
Rudyszwa³d;49.94;18.303333;0;0;0;0;8;0;0;0;0
Rudzienice Suskie;53.638889;19.670833;0;0;0;0;0;0;10;0;0
Rudziniec Gliwicki;50.366833;18.404361;0;0;0;0;0;0;14;0;0
Rumia;54.568889;18.386667;0;0;0;0;0;1;19;88;0
Rumia Janowo;54.558611;18.405556;0;0;0;0;0;0;0;80;0
Runowo Pomorskie;53.555556;15.529167;0;0;0;0;0;9;19;0;0
Rurka;53.493333;14.795556;0;0;0;0;0;0;8;0;0
Rusinowice;50.648333;18.765278;0;0;0;0;14;0;0;0;0
Ruskie Piaski;50.806389;23.095556;0;0;0;0;0;0;10;0;0
Ruszów;51.401;15.176583;0;5;0;0;0;0;2;0;0
Rutkowice;52.361389;19.159167;10;0;0;0;0;0;2;0;0
Rutwica;53.228889;16.284722;0;0;0;0;0;0;10;0;0
Rybienko;52.582081;21.458553;0;0;20;0;0;0;0;0;0
Rybnica;50.910607;15.644496;0;10;0;0;0;0;2;0;0
Rybnik;50.089444;18.550278;0;0;0;0;27;3;2;0;0
Rybnik Gotartowice;50.087778;18.625556;0;0;0;0;6;0;0;0;0
Rybnik Niedobczyce;50.0675;18.493056;0;0;0;0;20;0;0;0;0
Rybnik Niewiadom;50.07;18.468611;0;0;0;0;20;0;0;0;0
Rybnik Paruszowiec;50.1025;18.565278;0;0;0;0;21;0;0;0;0
Rybnik Piaski;50.096389;18.586667;0;0;0;0;6;0;0;0;0
Rybnik Rymer;50.057222;18.498889;0;0;0;0;8;0;0;0;0
Rybnik Towarowy;50.065833;18.515556;0;0;0;0;28;0;0;0;0
Rybno Pomorskie;53.380833;19.913889;0;0;0;0;0;0;6;0;0
Rycerka;49.498611;19.081389;0;0;0;0;23;0;0;0;0
Rychnowo Wielkie;53.142778;18.815556;4;0;0;0;0;0;6;0;0
Rydu³towy;50.068889;18.426111;0;0;0;0;20;0;0;0;0
Rydzyna;51.8;16.666667;0;0;0;0;0;0;18;0;0
Ryjewo;53.843194;18.956694;0;0;0;0;0;0;10;0;0
Ryki;51.606667;21.946667;0;0;0;0;0;0;9;0;0
Rykoszyn;50.868164;20.378786;0;0;0;0;0;0;14;0;0
Rynkowo;53.170278;18.003889;4;0;0;0;0;0;0;0;0
Rynkowo Wiadukt;53.152222;18.005278;18;0;0;0;0;0;4;0;0
Rytel;53.748333;17.725556;0;0;0;0;0;0;15;0;0
Rytel Wieœ;53.760278;17.772222;0;0;0;0;0;0;17;0;0
Rytro;49.49;20.667778;0;0;0;0;0;2;8;0;0
Rzeczyca;50.839722;22.208333;0;0;0;0;0;0;10;0;0
Rzeczyca Kolonia;50.840556;22.269444;0;0;0;0;0;0;10;0;0
Rzeczyce Œl¹skie PO;50.3555887;18.5622639;0;0;0;0;0;0;14;0;0
Rzepin;52.349722;14.814167;0;0;0;0;0;9;17;0;0
Rzerzeczyce;52.1011195;21.3001264;0;0;0;0;0;0;25;0;0
Rzeszów;50.042778;22.006944;0;0;0;0;0;20;30;0;0
Rzeszów Osiedle;50.02312;21.978427;0;0;0;0;0;0;4;0;0
Rzeszów Staroniwa;50.03454;21.987233;0;0;0;0;0;0;4;0;0
Rzezawa;49.984444;20.510833;0;0;0;0;0;0;26;0;0
Rzozów;49.945;19.804722;0;0;0;0;0;0;17;0;0
Rzêœnica;53.524167;15.951111;0;0;0;0;0;0;7;0;0
Ró¿anystok;53.630472;23.386389;0;0;0;0;0;0;3;0;0
Ró¿nowo;52.678672;16.870437;0;0;0;0;0;0;16;0;0
Ró¿yny;54.212778;18.660833;0;0;0;0;0;0;21;0;0
R¹bino;53.869722;15.952778;0;0;0;0;0;0;10;0;0
Rêbiechowo;54.388611;18.421389;0;0;0;0;0;0;17;0;0
Rêbiszów;50.948317;15.455822;0;10;0;0;0;0;2;0;0
Rêbusz;53.052778;15.591944;0;0;0;0;0;0;6;0;0
Sabinka;52.173128;22.172042;0;0;46;0;0;0;0;0;0
Sadlinki;53.668306;18.881611;0;0;0;0;0;0;8;0;0
Sadowice Wroc³awskie;51.056203;16.825144;0;0;0;0;0;0;20;0;0
Sadowne Wêgrowskie;52.607528;21.862889;0;0;32;0;0;0;0;0;0
Sadurki;51.285278;22.285833;0;0;0;0;0;0;16;0;0
Samborowo;53.671667;19.818333;0;0;0;0;0;0;12;0;0
Samostrzel;53.127778;17.433611;7;0;0;0;0;0;6;0;0
Sandomierz;50.660278;21.765278;0;0;0;0;0;2;0;0;0
Sanok;49.553222;22.210833;0;0;0;0;0;0;1;0;0
Sanok D¹brówka;49.569083;22.158833;0;0;0;0;0;0;1;0;0
Sanok Miasto;49.556444;22.197736;0;0;0;0;0;0;1;0;0
Santok;52.743333;15.415278;0;0;0;0;0;0;23;0;0
Sarbiewo;52.819722;15.546111;0;0;0;0;0;0;23;0;0
Sarnaki;52.325019;22.877656;0;0;6;0;0;0;4;0;0
Sarnów;51.843611;22.296667;0;0;0;0;0;0;9;0;0
Serock;53.361111;18.089722;15;0;0;0;0;0;0;0;0
Seroki;52.196667;20.466111;0;0;42;0;0;0;0;0;0
Sidra;53.544639;23.447972;0;0;0;0;0;0;3;0;0
Siechnice;51.038333;17.145556;0;0;0;0;0;0;17;0;0
Siedlce;52.161667;22.2725;0;0;36;0;0;9;5;0;0
Siedlce Wsch.;52.143997;22.297525;0;0;20;0;0;0;0;0;0
Siedlce Zachodnie;52.173511;22.234825;0;0;51;0;0;0;0;0;0
Siedlec Trzebnicki;51.234444;17.118333;0;14;0;0;0;0;0;0;0
Siedliska;54.000194;21.914806;0;0;0;0;0;0;9;0;0
Siedliska k. Tuchowa;49.8708699;20.9968306;0;0;0;0;0;0;12;0;0
Siedlisko Czarnkowskie;52.984167;16.399722;0;0;0;0;0;0;9;0;0
Siedlêcin;50.944444;15.691111;0;6;0;0;0;0;0;0;0
Siemiatycze;52.390242;22.942931;0;0;6;0;0;0;4;0;0
Sieniawa;49.539167;19.921944;0;0;0;0;0;2;5;0;0
Sieniawa ¯arska;51.636667;15.0625;0;0;0;0;0;0;4;0;0
Sieradz;51.598056;18.715;0;0;0;0;0;9;23;0;0
Sieradz Mêka;51.615278;18.778056;0;0;0;0;0;0;30;0;0
Sieradz Warta;51.603611;18.730833;0;0;0;0;0;0;30;0;0
Sierakowice Skierniewickie;51.998333;20.062222;0;0;0;0;0;0;13;0;0
Sieraków;50.799444;18.5925;0;0;0;0;0;0;10;0;0
Sierakówek;52.373056;19.422222;0;0;12;0;0;0;0;0;0
Sierpc;52.848056;19.654167;1;0;10;0;0;0;0;0;0
Sierpów;52.018444;19.223056;0;0;0;0;0;0;8;0;0
Silno;53.643611;17.693333;11;0;0;0;0;0;0;0;0
Silnowo;53.634722;16.491389;0;0;0;0;0;0;9;0;0
Sitkówka Nowiny;50.818333;20.550278;0;0;0;0;0;0;22;0;0
Sitno;51.985833;22.866944;0;0;0;0;0;0;15;0;0
Skalite;49.498056;18.891667;0;0;0;0;3;0;0;0;0
Skalite Kudlov;49.498889;18.935833;0;0;0;0;6;0;0;0;0
Skalite Pod Pol.;49.495833;18.916111;0;0;0;0;6;0;0;0;0
Skalite Serafinov;49.501389;18.963889;0;0;0;0;6;0;0;0;0
Skalmierz;51.704722;18.416389;0;0;0;0;0;0;11;0;0
Skar¿ysko Kamienna;51.114294;20.8477827;0;0;9;0;0;19;26;0;0
Skar¿ysko Koœcielne;51.122278;20.918722;0;0;0;0;0;0;18;0;0
Skar¿ysko Zachodnie;51.100556;20.859167;0;0;0;0;0;0;30;0;0
Skawa;49.630278;19.880278;0;0;0;0;0;1;7;0;0
Skawa Œrodkowa;49.6125;19.899722;0;0;0;0;0;0;5;0;0
Skawce;49.798056;19.589444;0;0;0;0;0;0;10;0;0
Skawina;49.977222;19.822222;0;0;0;0;0;1;20;0;0
Skibno;54.249444;16.304444;0;0;0;0;0;0;10;0;0
Skierniewice;51.967472;20.150389;0;0;18;0;0;18;28;0;0
Skierniewice Park;51.0212945;17.3164789;0;0;0;0;0;0;1;0;0
Skierniewice Rawka;51.97825;20.222778;0;0;40;0;0;0;0;0;0
Sklêczki;52.228472;19.427389;0;0;0;0;0;0;8;0;0
Skoczów;49.79375;18.789917;0;0;0;0;9;2;0;0;0
Skoczów B³adnice;49.771583;18.778556;0;0;0;0;7;0;0;0;0
Skoki;52.674444;17.161944;0;0;0;17;0;0;0;0;0
Skokowa;51.387222;16.849167;0;0;0;0;0;0;23;0;0
Skoroszyce;50.5975;17.384167;0;0;0;0;0;0;6;0;0
Skorzewo;54.165278;17.981389;0;0;0;0;0;0;17;0;0
Skowarcz;54.1855;18.682089;0;0;0;0;0;0;21;0;0
Skrzynki;51.603333;19.965833;0;0;0;0;0;0;12;0;0
Skrzynno;51.365;20.721667;0;0;5;0;0;0;2;0;0
Skwierzyna;52.590575;15.500056;0;0;0;0;0;0;8;0;0
Skórka;53.218333;16.869722;0;0;0;0;0;0;8;0;0
Skêpe;52.866111;19.346944;2;0;0;0;0;0;0;0;0
Smardy;50.991389;18.146944;0;0;0;0;0;0;14;0;0
Smardzew;51.870861;19.467444;0;0;0;0;0;0;6;0;0
Smardzów Wroc³awski;51.03;17.066111;0;0;0;0;0;0;23;0;0
Smogorzów Przysuski;51.395;20.604722;0;0;4;0;0;0;2;0;0
Smolec;51.071478;16.881694;0;0;0;0;0;0;21;0;0
Smolniki  PO;53.538879;19.604902;0;0;0;0;0;0;6;0;0
Smroków;50.274275;20.047058;0;0;0;0;0;0;17;0;0
Smêtowo;53.748806;18.686;0;0;0;0;0;0;13;0;0
Sobków;50.731889;20.430569;0;0;0;0;0;0;22;0;0
Sobolew;51.740833;21.673333;0;0;25;0;0;0;0;0;0
Sobów;50.595556;21.739167;0;0;0;0;0;0;9;0;0
Sochaczew;52.215556;20.239167;0;0;34;0;0;37;3;0;0
Sokoliniec;53.293611;15.505833;0;0;0;0;0;0;9;0;0
Soko³owo Budzyñskie;52.837643;16.969278;0;0;0;0;0;0;16;0;0
Sokule;51.998056;22.960556;0;0;0;0;0;0;15;0;0
Sokó³ka;53.4061597;23.5030235;0;0;0;0;0;2;13;0;0
Solec Kujawski;53.078333;18.225833;2;0;0;0;0;20;21;0;0
Solec Wielkopolski;52.109444;17.319722;0;0;0;0;0;0;27;0;0
Solniki Wielkie;51.154167;17.493333;0;0;0;0;0;0;16;0;0
Somonino;54.269722;18.1925;0;0;0;0;0;0;18;0;0
Sopot;54.440833;18.562222;0;0;0;0;0;45;32;123;0
Sopot Kamienny Potok;54.457778;18.553528;0;0;0;0;0;0;0;123;0
Sopot Wyœcigi;54.43125;18.565417;0;0;0;0;0;0;0;123;0
Sosnowe;52.175867;21.939825;0;0;46;0;0;0;0;0;0
Sosnowiec Dañdówka;50.265556;19.173889;0;0;0;0;0;0;8;0;0
Sosnowiec G³ówny;50.278611;19.125556;0;0;0;0;57;35;7;0;0
Sosnowiec Jêzor;50.2425;19.201111;0;0;0;0;0;0;4;0;0
Sosnowiec Kazimierz;50.288333;19.231667;0;0;0;0;0;0;8;0;0
Sosnowiec Por¹bka;50.272222;19.216667;0;0;0;0;0;0;8;0;0
Sosnowiec Po³udniowy;50.269444;19.125278;0;0;0;0;0;0;8;0;0
Sowczyce;50.845833;18.500833;0;0;0;0;0;2;10;0;0
Sowin;50.55587;17.60848;0;0;0;0;0;0;12;0;0
Soœnica Jaros³.;49.9006155;22.8747341;0;0;0;0;0;0;23;0;0
Soœnie Ostrowskie;51.466667;17.616667;0;0;0;0;0;0;8;0;0
Spychowo;53.591944;21.356944;0;0;0;0;0;0;4;0;0
Sp³awie;52.258333;18.086667;0;0;0;16;0;0;0;0;0
St. Wola Rozwadów;50.598194;22.031186;0;0;0;0;0;4;15;0;0
Stalowa Wola;50.566667;22.maj;0;0;0;0;0;0;11;0;0
Stalowa Wola Centrum;50.5826005;22.053586;0;0;0;0;0;4;11;0;0
Stalowa Wola Po³udnie;50.5698177;22.0392896;0;0;0;0;0;0;8;0;0
Stalowa Wola Rozwadów Towarowa;50.587515;22.044042;0;0;0;0;0;4;0;0;0
Stanis³awice;49.991389;20.355556;0;0;0;0;0;0;26;0;0
Stani¹tki;50.010278;20.208611;0;0;0;0;0;0;26;0;0
Stanowice;50.929722;16.374722;0;10;0;0;0;0;0;0;0
Stara Kamienica;50.914111;15.566458;0;10;0;0;0;0;2;0;0
Stara Wieœ PO;52.083422;21.360143;0;0;38;0;0;0;0;0;0
Stara Wola;52.93325;19.633611;0;0;1;0;0;0;0;0;0
Stara £ubianka;53.231944;16.705;0;0;0;0;0;0;9;0;0
Starachowice;51.051278;21.05875;0;0;0;0;0;0;18;0;0
Starachowice Micha³ów;51.015167;21.107417;0;0;0;0;0;0;18;0;0
Starachowice Wschód;51.0368289;21.0709769;0;0;0;0;0;2;18;0;0
Starczów;50.554167;16.929722;0;0;0;0;0;0;18;0;0
Stare Bielice;52.848333;15.920833;0;0;0;0;0;0;23;0;0
Stare Bojanowo;51.995833;16.585;0;0;0;0;0;1;21;0;0
Stare Guty;53.61695;21.91967;0;0;0;0;0;0;4;0;0
Stare Jab³onki;53.691111;20.093056;0;0;0;0;0;0;14;0;0
Stare Juchy;53.924939;22.169361;0;0;0;0;0;0;9;0;0
Stare Kurowo;52.854444;15.678611;0;0;0;0;0;0;23;0;0
Stare Olesno;50.915;18.375278;0;0;0;0;0;0;10;0;0
Stare Pole;54.053889;19.208056;0;0;0;0;0;0;18;0;0
Stargard Szczeciñski;53.339444;15.030278;0;0;0;0;0;29;43;0;0
Starkowo;51.977778;16.309444;0;0;0;10;0;0;0;0;0
Starogard Gdañski;53.966667;18.533333;0;0;0;0;0;0;17;0;0
Staropole Czêstochowskie;50.764722;19.529167;0;0;0;0;0;0;12;0;0
Stary Borek;54.07125;15.481356;0;0;0;0;0;0;9;0;0
Stary Grodków;50.653611;17.386111;0;0;0;0;0;0;6;0;0
Stary Jawor;51.078611;16.161111;0;10;0;0;0;0;0;0;0
Stary Kisielin;51.936111;15.590556;0;0;0;0;0;0;13;0;0
Stary Klukom;53.132222;15.454167;0;0;0;0;0;0;6;0;0
Stary S¹cz;49.5625;20.636389;0;0;0;0;0;0;8;0;0
Stary Wielis³aw;50.399167;16.564722;0;10;0;0;0;0;0;0;0
Stary Wêgliniec;51.307222;15.195278;0;5;0;0;0;0;2;0;0
Stasin Polny;51.213417;22.474556;0;0;0;0;0;0;16;0;0
Staw Kunowski;51.004444;21.248333;0;0;0;0;0;0;18;0;0
Stawiguda L i PO;53.651252;20.408378;0;0;0;0;0;0;8;0;0
Stawno;53.866944;14.8275;0;0;0;0;0;0;8;0;0
Stawy;51.601667;21.887222;0;0;0;0;0;0;9;0;0
Stefanowo;52.232639;15.971;0;0;0;4;0;0;0;0;0
Sterkowiec;49.993611;20.679722;0;0;0;0;0;0;26;0;0
Ster³awki Ma³e;54.011528;21.648139;0;0;0;0;0;0;9;0;0
Ster³awki Wielkie;54.0155;21.578722;0;0;0;0;0;0;9;0;0
Stobno;53.11;16.629167;0;0;0;0;0;0;9;0;0
Stogi Malborskie;54.05;18.968889;0;0;0;0;0;0;20;0;0
Stok Lacki;52.161456;22.385589;0;0;6;0;0;0;2;0;0
Strabla;52.902167;23.113056;0;0;0;0;0;0;4;0;0
Stramnica;54.155556;15.651389;0;0;0;0;0;0;11;0;0
Stra¿ów;50.068056;23.118056;0;0;0;0;0;0;26;0;0
Stronie;49.833333;19.670278;0;0;0;0;0;0;10;0;0
Stronno;53.286111;18.059444;15;0;0;0;0;0;0;0;0
Strykowo Poznañskie;52.2464209;16.6133142;0;0;0;11;0;0;0;0;0
Stryków;51.910778;19.593778;0;0;0;0;0;0;7;0;0
Stryszów;49.833333;19.616667;0;0;0;0;0;2;10;0;0
Strza³kowo;52.310278;17.807222;0;0;0;17;0;0;0;0;0
Strzebielewo Pyrzyckie;53.245556;15.123333;0;0;0;0;0;0;8;0;0
Strzebielino Morskie;54.562778;18.027778;0;0;0;0;0;1;0;20;0
Strzebiñ;50.617778;18.899444;0;0;0;0;8;0;0;0;0
Strzegom;50.9625;16.361111;0;10;0;0;0;0;0;0;0
Strzelce Krajeñskie Wschód;52.836667;15.584444;0;0;0;0;0;2;23;0;0
Strzelce Kujawskie;52.320833;19.3675;0;0;13;0;0;0;0;0;0
Strzelce Opolskie;50.516722;18.306417;0;0;0;0;0;0;12;0;0
Strzelin;50.785;17.060278;0;0;0;0;0;0;23;0;0
Strzy¿yna;51.694167;21.172778;0;0;36;0;0;0;0;0;0
Strzy¿yno S³upskie;54.490833;17.373611;0;0;0;0;0;0;0;16;0
Strzy¿ów n. Wis³okiem;49.869636;21.803713;0;0;0;0;0;0;4;0;0
Stró¿e;49.6525;20.9775;0;0;0;0;0;2;16;0;0
Str¹czno;53.244167;16.362778;0;0;0;0;0;0;9;0;0
Studzianki Nowe;52.538889;20.750833;0;0;38;0;0;0;0;0;0
Stupsk Mazowiecki;53.021667;20.433611;0;0;15;0;0;0;0;0;0
Styków I³¿ecki;51.011111;21.152778;0;0;0;0;0;0;18;0;0
Stêszew;52.28025;16.709639;0;0;0;11;0;0;0;0;0
Subkowy;53.986944;18.753889;0;0;0;0;0;0;18;0;0
Sucha Beskidzka;49.740278;19.579444;0;0;0;0;0;10;13;0;0
Sucha ¯yrardowska;52.023056;20.36;0;0;39;0;0;0;0;0;0
Suchatówka;52.910556;18.481111;2;0;0;0;0;0;11;0;0
Suchedniów;51.046667;20.849444;0;0;0;0;0;13;32;0;0
Suchedniów P³n.;51.04762;20.82927;0;0;0;0;0;0;30;0;0
Suchowolce;52.616944;23.283556;0;0;0;0;0;0;4;0;0
Sufczyn;52.048532;21.506324;0;0;0;0;0;2;2;0;0
Sulechów;52.092778;15.617778;0;0;0;0;0;4;16;0;0
Sulejówek;52.248056;21.275833;0;0;60;0;0;0;0;0;74
Sulejówek Mi³osna;52.240833;21.2975;0;0;60;0;0;0;1;0;37
Sulino;53.317778;15.314722;0;0;0;0;0;0;9;0;0
Suliszewo Drawskie;53.516944;15.8925;0;0;0;0;0;0;7;0;0
Sulów;50.929722;22.283333;0;0;0;0;0;0;13;0;0
Sulêcinek;52.137778;17.309167;0;0;0;0;0;2;27;0;0
Sumina;50.136944;18.401944;0;0;0;0;20;0;0;0;0
Sumina Wieœ;50.121389;18.410556;0;0;0;0;20;0;0;0;0
Surochów;50.012833;22.769;0;0;0;0;0;0;5;0;0
Susk;52.788056;19.682222;0;0;12;0;0;0;0;0;0
Susz;53.711389;19.328056;0;0;0;0;0;0;12;0;0
Suszec;50.035;18.79;0;0;0;0;6;0;2;0;0
Suszec Kopalnia PO;50.039167;18.774444;0;0;0;0;6;0;0;0;0
Suszec Rudziczka;50.045556;18.755;0;0;0;0;6;0;0;0;0
Suszka;50.528056;16.820833;0;0;0;0;0;0;17;0;0
Suwa³ki;54.106558;22.942158;0;0;0;0;0;1;1;0;0
Su³kowice;51.926389;21.0925;0;0;40;0;0;0;0;0;0
